Date,Region,Customers,Product Type,Bag Size (kg),Quantity Sold,Unit Price,Total Revenue
2/15/2030,Portharcourt,MegaCem,Portland Cement,25,432,3454,1492128
2/16/2030,Kaduna,Dangote Ltd,White Cement,25,434,2910,1262940
2/17/2030,Kaduna,Dangote Ltd,Portland Cement,50,559,2585,1445015
2/18/2030,Lagos,MegaCem,Portland Cement,25,179,3597,643863
2/19/2030,Portharcourt,Eterna Plc,Slag Cement,25,358,2461,881038
2/20/2030,Lagos,Eterna Plc,Portland Cement,50,732,2070,1515240
2/21/2030,Abuja,MegaCem,Portland Cement,50,911,2952,2689272
2/22/2030,Kano,BuildRight Co,Portland Cement,50,645,3749,2418105
2/23/2030,Abuja,StoneWorks Ltd,White Cement,25,551,3955,2179205
2/24/2030,Portharcourt,StoneWorks Ltd,Portland Cement,50,260,3082,801320
2/25/2030,Kaduna,Eterna Plc,Slag Cement,50,799,2333,1864067
2/26/2030,Kaduna,BuildRight Co,PPC,25,563,3008,1693504
2/27/2030,Lagos,Dangote Ltd,Portland Cement,25,810,3440,2786400
2/28/2030,Kano,StoneWorks Ltd,Slag Cement,50,878,2154,1891212
3/1/2030,Lagos,Eterna Plc,Slag Cement,50,165,3698,610170
3/2/2030,Lagos,MegaCem,PPC,50,501,3472,1739472
3/3/2030,Lagos,Eterna Plc,White Cement,50,424,2510,1064240
3/4/2030,Kaduna,Eterna Plc,PPC,50,769,2584,1987096
3/5/2030,Kaduna,MegaCem,PPC,50,235,2965,696775
3/6/2030,Kano,MegaCem,PPC,50,488,2666,1301008
3/7/2030,Lagos,Eterna Plc,PPC,50,248,2431,602888
3/8/2030,Kano,MegaCem,PPC,25,955,2910,2779050
3/9/2030,Abuja,MegaCem,White Cement,50,113,3589,405557
3/10/2030,Kano,MegaCem,PPC,50,159,2063,328017
3/11/2030,Kaduna,MegaCem,Portland Cement,50,371,2354,873334
3/12/2030,Lagos,BuildRight Co,Slag Cement,25,738,2743,2024334
3/13/2030,Kaduna,Eterna Plc,White Cement,50,363,3139,1139457
3/14/2030,Kano,BuildRight Co,Slag Cement,50,390,2366,922740
3/15/2030,Kaduna,Dangote Ltd,White Cement,50,835,2733,2282055
3/16/2030,Portharcourt,StoneWorks Ltd,PPC,25,74,2335,172790
3/17/2030,Abuja,MegaCem,Portland Cement,50,380,2946,1119480
3/18/2030,Kaduna,Dangote Ltd,Slag Cement,25,361,3901,1408261
3/19/2030,Lagos,Dangote Ltd,Portland Cement,25,558,3971,2215818
3/20/2030,Kaduna,BuildRight Co,Portland Cement,50,204,2819,575076
3/21/2030,Portharcourt,MegaCem,Slag Cement,50,208,3505,729040
3/22/2030,Kano,StoneWorks Ltd,Portland Cement,50,504,3185,1605240
3/23/2030,Portharcourt,MegaCem,White Cement,25,824,2090,1722160
3/24/2030,Portharcourt,MegaCem,Slag Cement,25,787,3649,2871763
3/25/2030,Portharcourt,Dangote Ltd,Portland Cement,50,231,2830,653730
3/26/2030,Kano,MegaCem,Portland Cement,50,170,2317,393890
3/27/2030,Lagos,Dangote Ltd,Slag Cement,50,105,2226,233730
3/28/2030,Lagos,MegaCem,White Cement,25,891,2826,2517966
3/29/2030,Kano,MegaCem,White Cement,25,632,2100,1327200
3/30/2030,Portharcourt,Eterna Plc,Portland Cement,50,122,3117,380274
3/31/2030,Kano,Dangote Ltd,Portland Cement,50,954,2349,2240946
4/1/2030,Kaduna,StoneWorks Ltd,White Cement,25,223,3765,839595
4/2/2030,Lagos,MegaCem,White Cement,25,101,3936,397536
4/3/2030,Portharcourt,Dangote Ltd,White Cement,25,111,2771,307581
4/4/2030,Abuja,StoneWorks Ltd,PPC,50,311,3879,1206369
4/5/2030,Kano,StoneWorks Ltd,Portland Cement,25,57,3956,225492
4/6/2030,Kano,Eterna Plc,Slag Cement,50,116,2956,342896
4/7/2030,Kano,BuildRight Co,Slag Cement,25,251,3474,871974
4/8/2030,Kano,Dangote Ltd,Portland Cement,25,891,2683,2390553
4/9/2030,Portharcourt,StoneWorks Ltd,Slag Cement,25,407,2518,1024826
4/10/2030,Abuja,Eterna Plc,Portland Cement,50,569,2660,1513540
4/11/2030,Lagos,BuildRight Co,Portland Cement,25,394,2274,895956
4/12/2030,Kaduna,MegaCem,Portland Cement,50,239,2091,499749
4/13/2030,Abuja,StoneWorks Ltd,Slag Cement,25,369,3344,1233936
4/14/2030,Abuja,Dangote Ltd,PPC,50,908,3499,3177092
4/15/2030,Kano,Dangote Ltd,PPC,25,169,2207,372983
4/16/2030,Abuja,StoneWorks Ltd,PPC,50,774,2926,2264724
4/17/2030,Lagos,Eterna Plc,Portland Cement,50,221,3456,763776
4/18/2030,Abuja,MegaCem,Slag Cement,50,743,2028,1506804
4/19/2030,Lagos,MegaCem,Slag Cement,50,641,2377,1523657
4/20/2030,Kaduna,Eterna Plc,Slag Cement,25,927,3543,3284361
4/21/2030,Kano,BuildRight Co,White Cement,50,786,3700,2908200
4/22/2030,Kano,MegaCem,PPC,25,997,2876,2867372
4/23/2030,Kaduna,Eterna Plc,PPC,50,326,2636,859336
4/24/2030,Kaduna,BuildRight Co,Slag Cement,50,72,2142,154224
4/25/2030,Kaduna,Dangote Ltd,Slag Cement,50,79,2976,235104
4/26/2030,Portharcourt,MegaCem,Portland Cement,50,768,2362,1814016
4/27/2030,Lagos,Dangote Ltd,Slag Cement,25,403,2812,1133236
4/28/2030,Abuja,Eterna Plc,Slag Cement,25,57,3417,194769
4/29/2030,Portharcourt,Eterna Plc,Slag Cement,50,629,3073,1932917
4/30/2030,Abuja,Dangote Ltd,PPC,50,843,3751,3162093
5/1/2030,Lagos,Eterna Plc,PPC,25,139,3478,483442
5/2/2030,Abuja,Dangote Ltd,White Cement,25,581,2142,1244502
5/3/2030,Portharcourt,StoneWorks Ltd,PPC,25,747,3431,2562957
5/4/2030,Abuja,Eterna Plc,PPC,50,738,3946,2912148
5/5/2030,Abuja,BuildRight Co,White Cement,50,171,2595,443745
5/6/2030,Kano,Eterna Plc,Portland Cement,25,903,3334,3010602
5/7/2030,Abuja,Eterna Plc,PPC,50,265,3806,1008590
5/8/2030,Portharcourt,MegaCem,PPC,50,393,2249,883857
5/9/2030,Lagos,MegaCem,PPC,50,748,3630,2715240
5/10/2030,Kano,Eterna Plc,PPC,50,568,2458,1396144
5/11/2030,Kano,Eterna Plc,White Cement,25,557,2686,1496102
5/12/2030,Lagos,Eterna Plc,White Cement,25,884,2624,2319616
5/13/2030,Portharcourt,Eterna Plc,PPC,25,794,3726,2958444
5/14/2030,Kano,Eterna Plc,Slag Cement,25,293,3673,1076189
5/15/2030,Lagos,Eterna Plc,PPC,25,99,3918,387882
5/16/2030,Abuja,Eterna Plc,Portland Cement,50,66,2074,136884
5/17/2030,Abuja,BuildRight Co,Portland Cement,50,408,3704,1511232
5/18/2030,Abuja,StoneWorks Ltd,White Cement,50,978,3155,3085590
5/19/2030,Kaduna,MegaCem,PPC,50,913,2827,2581051
5/20/2030,Abuja,Eterna Plc,PPC,25,903,3382,3053946
5/21/2030,Kano,StoneWorks Ltd,Slag Cement,25,127,3759,477393
5/22/2030,Abuja,Dangote Ltd,Slag Cement,25,506,3225,1631850
5/23/2030,Abuja,BuildRight Co,Portland Cement,50,958,2161,2070238
5/24/2030,Portharcourt,BuildRight Co,PPC,25,599,3599,2155801
5/25/2030,Kaduna,Dangote Ltd,Slag Cement,25,759,3671,2786289
5/26/2030,Kano,MegaCem,White Cement,50,58,3668,212744
5/27/2030,Abuja,Dangote Ltd,Portland Cement,50,902,2538,2289276
5/28/2030,Abuja,Eterna Plc,White Cement,50,422,3591,1515402
5/29/2030,Abuja,StoneWorks Ltd,PPC,25,211,2655,560205
5/30/2030,Abuja,MegaCem,White Cement,50,916,2885,2642660
5/31/2030,Kano,BuildRight Co,Slag Cement,25,984,2369,2331096
6/1/2030,Kaduna,Eterna Plc,PPC,25,860,3060,2631600
6/2/2030,Portharcourt,StoneWorks Ltd,Portland Cement,50,538,3853,2072914
6/3/2030,Kaduna,MegaCem,White Cement,25,640,2884,1845760
6/4/2030,Portharcourt,StoneWorks Ltd,Slag Cement,25,250,2226,556500
6/5/2030,Abuja,StoneWorks Ltd,White Cement,50,835,2945,2459075
6/6/2030,Abuja,Eterna Plc,PPC,50,479,3529,1690391
6/7/2030,Abuja,MegaCem,PPC,25,218,2063,449734
6/8/2030,Kaduna,Dangote Ltd,Slag Cement,50,239,2537,606343
6/9/2030,Kano,StoneWorks Ltd,White Cement,50,266,3490,928340
6/10/2030,Abuja,BuildRight Co,Portland Cement,50,656,2564,1681984
6/11/2030,Lagos,MegaCem,White Cement,50,199,3119,620681
6/12/2030,Abuja,StoneWorks Ltd,White Cement,25,178,2665,474370
6/13/2030,Portharcourt,Dangote Ltd,Slag Cement,25,210,3874,813540
6/14/2030,Abuja,Dangote Ltd,PPC,50,718,3367,2417506
6/15/2030,Kaduna,MegaCem,White Cement,50,450,2927,1317150
6/16/2030,Lagos,StoneWorks Ltd,Portland Cement,25,522,3667,1914174
6/17/2030,Portharcourt,BuildRight Co,White Cement,50,922,2361,2176842
6/18/2030,Portharcourt,Eterna Plc,Slag Cement,25,365,3376,1232240
6/19/2030,Kaduna,StoneWorks Ltd,PPC,25,256,2342,599552
6/20/2030,Portharcourt,Dangote Ltd,PPC,50,931,3238,3014578
6/21/2030,Abuja,Eterna Plc,White Cement,50,804,3175,2552700
6/22/2030,Portharcourt,Dangote Ltd,Portland Cement,50,183,2077,380091
6/23/2030,Portharcourt,BuildRight Co,PPC,25,557,3824,2129968
6/24/2030,Portharcourt,StoneWorks Ltd,PPC,50,466,2026,944116
6/25/2030,Kano,MegaCem,Portland Cement,50,455,3834,1744470
6/26/2030,Kano,Eterna Plc,PPC,50,444,2402,1066488
6/27/2030,Portharcourt,BuildRight Co,Slag Cement,25,722,2057,1485154
6/28/2030,Kaduna,BuildRight Co,Slag Cement,50,676,3605,2436980
6/29/2030,Portharcourt,Dangote Ltd,PPC,25,757,3031,2294467
6/30/2030,Kaduna,BuildRight Co,Slag Cement,25,266,3547,943502
7/1/2030,Kaduna,StoneWorks Ltd,Slag Cement,50,680,2009,1366120
7/2/2030,Kano,MegaCem,White Cement,25,165,2935,484275
7/3/2030,Lagos,MegaCem,White Cement,25,557,3795,2113815
7/4/2030,Portharcourt,Dangote Ltd,PPC,50,193,2979,574947
7/5/2030,Portharcourt,StoneWorks Ltd,Slag Cement,50,227,3737,848299
7/6/2030,Portharcourt,MegaCem,White Cement,50,682,3103,2116246
7/7/2030,Kaduna,MegaCem,PPC,50,122,2125,259250
7/8/2030,Abuja,StoneWorks Ltd,White Cement,50,76,3216,244416
7/9/2030,Kano,StoneWorks Ltd,PPC,25,376,2840,1067840
7/10/2030,Kaduna,MegaCem,Slag Cement,25,385,3372,1298220
7/11/2030,Lagos,Dangote Ltd,White Cement,25,175,2429,425075
7/12/2030,Kaduna,Dangote Ltd,Slag Cement,25,518,3802,1969436
7/13/2030,Portharcourt,Dangote Ltd,Portland Cement,50,462,3126,1444212
7/14/2030,Lagos,Dangote Ltd,Portland Cement,50,371,2747,1019137
7/15/2030,Abuja,Dangote Ltd,Portland Cement,25,124,3461,429164
7/16/2030,Kaduna,Dangote Ltd,Portland Cement,25,91,3467,315497
7/17/2030,Lagos,Dangote Ltd,Portland Cement,50,770,3579,2755830
7/18/2030,Portharcourt,Eterna Plc,White Cement,50,60,2515,150900
7/19/2030,Lagos,BuildRight Co,Portland Cement,25,898,3574,3209452
7/20/2030,Lagos,StoneWorks Ltd,White Cement,25,917,3184,2919728
7/21/2030,Kano,Dangote Ltd,Portland Cement,25,856,2776,2376256
7/22/2030,Lagos,MegaCem,White Cement,25,202,3772,761944
7/23/2030,Portharcourt,Eterna Plc,Slag Cement,25,187,2816,526592
7/24/2030,Portharcourt,Eterna Plc,Portland Cement,25,656,2026,1329056
7/25/2030,Kaduna,Dangote Ltd,White Cement,50,915,3009,2753235
7/26/2030,Abuja,Eterna Plc,White Cement,25,595,2388,1420860
7/27/2030,Kano,Eterna Plc,PPC,50,196,3598,705208
7/28/2030,Portharcourt,StoneWorks Ltd,Portland Cement,25,205,3149,645545
7/29/2030,Kaduna,Eterna Plc,Slag Cement,50,739,2994,2212566
7/30/2030,Kano,StoneWorks Ltd,Portland Cement,25,60,3729,223740
7/31/2030,Kaduna,MegaCem,Portland Cement,50,795,2122,1686990
8/1/2030,Abuja,StoneWorks Ltd,White Cement,25,531,2798,1485738
8/2/2030,Portharcourt,Dangote Ltd,White Cement,50,956,3106,2969336
8/3/2030,Lagos,StoneWorks Ltd,PPC,25,345,2122,732090
8/4/2030,Lagos,MegaCem,Portland Cement,25,523,3566,1865018
8/5/2030,Kano,Dangote Ltd,PPC,50,316,2895,914820
8/6/2030,Portharcourt,Dangote Ltd,Slag Cement,50,479,3132,1500228
8/7/2030,Portharcourt,Dangote Ltd,PPC,50,254,3447,875538
8/8/2030,Kano,BuildRight Co,Portland Cement,50,130,3100,403000
8/9/2030,Portharcourt,Eterna Plc,Slag Cement,25,682,3900,2659800
8/10/2030,Kaduna,MegaCem,Slag Cement,25,584,2861,1670824
8/11/2030,Abuja,MegaCem,White Cement,50,648,3649,2364552
8/12/2030,Portharcourt,BuildRight Co,White Cement,50,670,2136,1431120
8/13/2030,Kaduna,MegaCem,White Cement,50,435,3783,1645605
8/14/2030,Lagos,StoneWorks Ltd,PPC,25,591,3884,2295444
8/15/2030,Portharcourt,Eterna Plc,White Cement,50,950,2939,2792050
8/16/2030,Kano,BuildRight Co,Slag Cement,25,770,3852,2966040
8/17/2030,Lagos,MegaCem,Slag Cement,25,279,2055,573345
8/18/2030,Portharcourt,StoneWorks Ltd,White Cement,25,148,3775,558700
8/19/2030,Portharcourt,StoneWorks Ltd,Portland Cement,25,495,3656,1809720
8/20/2030,Lagos,Dangote Ltd,Slag Cement,50,743,3728,2769904
8/21/2030,Lagos,BuildRight Co,PPC,25,469,2356,1104964
8/22/2030,Lagos,Dangote Ltd,Portland Cement,50,907,2950,2675650
8/23/2030,Kaduna,Dangote Ltd,Slag Cement,25,309,2308,713172
8/24/2030,Abuja,MegaCem,Slag Cement,50,623,2735,1703905
8/25/2030,Portharcourt,Eterna Plc,Slag Cement,25,200,2525,505000
8/26/2030,Abuja,MegaCem,PPC,25,249,2467,614283
8/27/2030,Lagos,StoneWorks Ltd,PPC,50,480,3672,1762560
8/28/2030,Portharcourt,Eterna Plc,White Cement,25,995,3844,3824780
8/29/2030,Portharcourt,Dangote Ltd,Slag Cement,50,563,2072,1166536
8/30/2030,Kano,StoneWorks Ltd,White Cement,50,150,3303,495450
8/31/2030,Abuja,Dangote Ltd,Portland Cement,25,228,3193,728004
9/1/2030,Lagos,Dangote Ltd,Slag Cement,25,612,2457,1503684
9/2/2030,Kaduna,StoneWorks Ltd,Slag Cement,25,937,2344,2196328
9/3/2030,Portharcourt,StoneWorks Ltd,White Cement,25,559,2015,1126385
9/4/2030,Kaduna,BuildRight Co,Portland Cement,25,757,2925,2214225
9/5/2030,Kaduna,MegaCem,White Cement,50,718,2599,1866082
9/6/2030,Kaduna,MegaCem,PPC,25,863,3781,3263003
9/7/2030,Kano,Eterna Plc,Slag Cement,50,957,3906,3738042
9/8/2030,Lagos,MegaCem,White Cement,50,108,3462,373896
9/9/2030,Abuja,MegaCem,PPC,25,204,3601,734604
9/10/2030,Portharcourt,Dangote Ltd,Portland Cement,25,101,3475,350975
9/11/2030,Abuja,MegaCem,White Cement,25,287,3016,865592
9/12/2030,Lagos,Dangote Ltd,Portland Cement,25,405,2490,1008450
9/13/2030,Abuja,StoneWorks Ltd,White Cement,25,954,3404,3247416
9/14/2030,Lagos,Eterna Plc,PPC,50,230,2136,491280
9/15/2030,Lagos,BuildRight Co,Portland Cement,50,536,3473,1861528
9/16/2030,Portharcourt,Eterna Plc,White Cement,25,381,2376,905256
9/17/2030,Kano,MegaCem,Portland Cement,50,103,3100,319300
9/18/2030,Abuja,Eterna Plc,PPC,50,776,2317,1797992
9/19/2030,Kano,MegaCem,Portland Cement,25,723,2890,2089470
9/20/2030,Portharcourt,Eterna Plc,Slag Cement,25,718,2182,1566676
9/21/2030,Kaduna,Dangote Ltd,White Cement,50,417,2660,1109220
9/22/2030,Kano,StoneWorks Ltd,PPC,50,796,2850,2268600
9/23/2030,Kano,StoneWorks Ltd,Slag Cement,25,113,3374,381262
9/24/2030,Kano,MegaCem,PPC,50,551,3505,1931255
9/25/2030,Abuja,Eterna Plc,White Cement,50,966,2492,2407272
9/26/2030,Portharcourt,Eterna Plc,White Cement,50,555,3790,2103450
9/27/2030,Portharcourt,StoneWorks Ltd,Portland Cement,25,718,2715,1949370
9/28/2030,Kaduna,MegaCem,Portland Cement,50,59,2484,146556
9/29/2030,Kaduna,StoneWorks Ltd,Slag Cement,25,107,3092,330844
9/30/2030,Kano,Eterna Plc,PPC,50,890,3188,2837320
10/1/2030,Lagos,Eterna Plc,White Cement,25,952,2221,2114392
10/2/2030,Portharcourt,StoneWorks Ltd,PPC,50,616,2820,1737120
10/3/2030,Kaduna,BuildRight Co,White Cement,50,84,2907,244188
10/4/2030,Kaduna,Dangote Ltd,Slag Cement,50,764,2471,1887844
10/5/2030,Portharcourt,Eterna Plc,Portland Cement,50,364,3034,1104376
10/6/2030,Portharcourt,Eterna Plc,PPC,50,968,2410,2332880
10/7/2030,Kaduna,StoneWorks Ltd,Slag Cement,50,793,3686,2922998
10/8/2030,Abuja,Eterna Plc,White Cement,25,808,2979,2407032
10/9/2030,Lagos,BuildRight Co,PPC,50,286,2956,845416
10/10/2030,Abuja,MegaCem,PPC,25,218,3476,757768
10/11/2030,Kaduna,BuildRight Co,PPC,25,690,3686,2543340
10/12/2030,Portharcourt,StoneWorks Ltd,Portland Cement,25,168,3155,530040
10/13/2030,Portharcourt,Dangote Ltd,White Cement,50,958,3292,3153736
10/14/2030,Lagos,Dangote Ltd,White Cement,25,478,3447,1647666
10/15/2030,Kaduna,Dangote Ltd,PPC,25,416,3456,1437696
10/16/2030,Kano,StoneWorks Ltd,White Cement,50,733,3196,2342668
10/17/2030,Kano,Eterna Plc,Slag Cement,25,90,2240,201600
10/18/2030,Portharcourt,Dangote Ltd,Slag Cement,50,447,3243,1449621
10/19/2030,Abuja,Dangote Ltd,PPC,25,354,3096,1095984
10/20/2030,Kano,Eterna Plc,White Cement,25,512,3809,1950208
10/21/2030,Abuja,StoneWorks Ltd,PPC,50,244,2927,714188
10/22/2030,Lagos,StoneWorks Ltd,PPC,25,90,3357,302130
10/23/2030,Kano,Dangote Ltd,Portland Cement,50,954,2654,2531916
10/24/2030,Kano,MegaCem,Portland Cement,50,79,2992,236368
10/25/2030,Lagos,Dangote Ltd,Portland Cement,25,531,3483,1849473
10/26/2030,Lagos,MegaCem,Portland Cement,50,724,2024,1465376
10/27/2030,Kano,Dangote Ltd,PPC,50,268,3005,805340
10/28/2030,Kano,BuildRight Co,Slag Cement,50,68,3592,244256
10/29/2030,Lagos,StoneWorks Ltd,White Cement,25,562,3530,1983860
10/30/2030,Kano,BuildRight Co,Portland Cement,25,696,3586,2495856
10/31/2030,Abuja,StoneWorks Ltd,White Cement,25,168,2881,484008
11/1/2030,Abuja,BuildRight Co,Slag Cement,50,366,3252,1190232
11/2/2030,Kano,MegaCem,Portland Cement,50,480,2323,1115040
11/3/2030,Abuja,StoneWorks Ltd,White Cement,50,710,3197,2269870
11/4/2030,Kaduna,BuildRight Co,PPC,25,283,2442,691086
11/5/2030,Kano,BuildRight Co,Portland Cement,25,59,2101,123959
11/6/2030,Lagos,Eterna Plc,PPC,25,743,2284,1697012
11/7/2030,Lagos,Dangote Ltd,PPC,50,681,3198,2177838
11/8/2030,Portharcourt,StoneWorks Ltd,Slag Cement,25,109,2223,242307
11/9/2030,Lagos,MegaCem,White Cement,25,572,2965,1695980
11/10/2030,Abuja,MegaCem,Slag Cement,25,711,3058,2174238
11/11/2030,Portharcourt,MegaCem,PPC,50,930,2654,2468220
11/12/2030,Abuja,StoneWorks Ltd,Slag Cement,25,427,2144,915488
11/13/2030,Kano,Eterna Plc,PPC,25,341,2577,878757
11/14/2030,Lagos,MegaCem,PPC,50,318,2569,816942
11/15/2030,Abuja,Eterna Plc,PPC,25,247,3964,979108
11/16/2030,Kano,StoneWorks Ltd,Slag Cement,25,550,3434,1888700
11/17/2030,Kaduna,Dangote Ltd,Portland Cement,25,557,2290,1275530
11/18/2030,Portharcourt,MegaCem,Portland Cement,50,635,2534,1609090
11/19/2030,Abuja,BuildRight Co,White Cement,25,179,2339,418681
11/20/2030,Kano,BuildRight Co,Slag Cement,25,625,3456,2160000
11/21/2030,Lagos,Eterna Plc,PPC,25,996,2687,2676252
11/22/2030,Lagos,BuildRight Co,White Cement,25,387,3469,1342503
11/23/2030,Kaduna,Dangote Ltd,White Cement,25,314,3774,1185036
11/24/2030,Kaduna,Eterna Plc,Slag Cement,50,407,2010,818070
11/25/2030,Lagos,BuildRight Co,PPC,25,699,3354,2344446
11/26/2030,Kaduna,Dangote Ltd,Portland Cement,25,793,2894,2294942
11/27/2030,Abuja,Dangote Ltd,PPC,50,423,3392,1434816
11/28/2030,Abuja,StoneWorks Ltd,Portland Cement,25,784,2087,1636208
11/29/2030,Portharcourt,BuildRight Co,Slag Cement,50,580,2025,1174500
11/30/2030,Kano,MegaCem,White Cement,25,788,3728,2937664
12/1/2030,Portharcourt,StoneWorks Ltd,White Cement,25,327,3790,1239330
12/2/2030,Kano,BuildRight Co,Portland Cement,25,959,3707,3555013
12/3/2030,Abuja,MegaCem,Slag Cement,25,845,3863,3264235
12/4/2030,Kaduna,Dangote Ltd,PPC,25,936,3000,2808000
12/5/2030,Kaduna,BuildRight Co,Slag Cement,25,115,3387,389505
12/6/2030,Kano,StoneWorks Ltd,PPC,50,75,2284,171300
12/7/2030,Kaduna,StoneWorks Ltd,Portland Cement,50,403,2772,1117116
12/8/2030,Lagos,MegaCem,Portland Cement,25,521,3570,1859970
12/9/2030,Lagos,Dangote Ltd,PPC,25,163,2001,326163
12/10/2030,Portharcourt,Dangote Ltd,PPC,50,135,3121,421335
12/11/2030,Portharcourt,MegaCem,White Cement,50,627,3225,2022075
12/12/2030,Kaduna,BuildRight Co,PPC,25,973,3893,3787889
12/13/2030,Portharcourt,Dangote Ltd,PPC,25,980,2923,2864540
12/14/2030,Kaduna,BuildRight Co,Portland Cement,50,303,2404,728412
12/15/2030,Abuja,BuildRight Co,PPC,25,830,3682,3056060
12/16/2030,Lagos,MegaCem,White Cement,50,824,3401,2802424
12/17/2030,Lagos,Dangote Ltd,White Cement,25,73,2957,215861
12/18/2030,Portharcourt,MegaCem,White Cement,50,702,3503,2459106
12/19/2030,Kano,MegaCem,White Cement,50,779,3274,2550446
12/20/2030,Portharcourt,Eterna Plc,Portland Cement,50,959,2400,2301600
12/21/2030,Abuja,BuildRight Co,White Cement,25,857,2650,2271050
12/22/2030,Abuja,MegaCem,White Cement,25,566,2972,1682152
12/23/2030,Kano,StoneWorks Ltd,Portland Cement,50,244,2646,645624
12/24/2030,Portharcourt,Eterna Plc,Portland Cement,25,513,3187,1634931
12/25/2030,Kaduna,Dangote Ltd,PPC,50,176,3350,589600
12/26/2030,Portharcourt,Dangote Ltd,White Cement,25,72,3908,281376
12/27/2030,Kano,Dangote Ltd,Slag Cement,50,157,2546,399722
12/28/2030,Portharcourt,Eterna Plc,PPC,25,593,2562,1519266
12/29/2030,Kano,Dangote Ltd,PPC,25,326,2044,666344
12/30/2030,Portharcourt,BuildRight Co,Portland Cement,50,574,3024,1735776
12/31/2030,Kano,StoneWorks Ltd,Slag Cement,25,617,3085,1903445
1/1/2031,Abuja,Eterna Plc,White Cement,50,392,3153,1235976
1/2/2031,Portharcourt,Eterna Plc,White Cement,50,93,2313,215109
1/3/2031,Abuja,StoneWorks Ltd,Slag Cement,25,770,3584,2759680
1/4/2031,Abuja,Eterna Plc,PPC,25,886,2784,2466624
1/5/2031,Lagos,Eterna Plc,Slag Cement,25,561,3315,1859715
1/6/2031,Portharcourt,BuildRight Co,Slag Cement,50,391,2047,800377
1/7/2031,Kaduna,StoneWorks Ltd,White Cement,50,207,2474,512118
1/8/2031,Lagos,MegaCem,Portland Cement,25,403,2738,1103414
1/9/2031,Portharcourt,BuildRight Co,White Cement,25,401,3144,1260744
1/10/2031,Portharcourt,Dangote Ltd,Slag Cement,25,761,3692,2809612
1/11/2031,Portharcourt,Eterna Plc,Slag Cement,50,274,2375,650750
1/12/2031,Kano,MegaCem,Portland Cement,25,897,3137,2813889
1/13/2031,Lagos,MegaCem,White Cement,25,620,3753,2326860
1/14/2031,Abuja,Dangote Ltd,PPC,50,217,2355,511035
1/15/2031,Abuja,StoneWorks Ltd,Slag Cement,50,792,2653,2101176
1/16/2031,Portharcourt,StoneWorks Ltd,PPC,25,974,3559,3466466
1/17/2031,Kaduna,Eterna Plc,Slag Cement,25,907,2407,2183149
1/18/2031,Lagos,Dangote Ltd,Slag Cement,25,235,2242,526870
1/19/2031,Kano,Eterna Plc,White Cement,25,848,2622,2223456
1/20/2031,Abuja,BuildRight Co,PPC,50,864,2413,2084832
1/21/2031,Abuja,Eterna Plc,Slag Cement,50,976,3574,3488224
1/22/2031,Kaduna,StoneWorks Ltd,Portland Cement,50,600,3535,2121000
1/23/2031,Lagos,Eterna Plc,Portland Cement,50,509,2929,1490861
1/24/2031,Kaduna,StoneWorks Ltd,White Cement,50,152,3580,544160
1/25/2031,Kano,StoneWorks Ltd,Slag Cement,25,802,2313,1855026
1/26/2031,Portharcourt,StoneWorks Ltd,White Cement,25,340,3119,1060460
1/27/2031,Abuja,StoneWorks Ltd,PPC,25,393,2051,806043
1/28/2031,Abuja,StoneWorks Ltd,White Cement,50,337,3375,1137375
1/29/2031,Lagos,MegaCem,PPC,50,263,2993,787159
1/30/2031,Portharcourt,MegaCem,Slag Cement,25,459,3819,1752921
1/31/2031,Abuja,MegaCem,Slag Cement,50,536,3708,1987488
2/1/2031,Abuja,Dangote Ltd,Portland Cement,25,146,3109,453914
2/2/2031,Kano,MegaCem,Slag Cement,50,73,3092,225716
2/3/2031,Abuja,Eterna Plc,Portland Cement,25,225,2545,572625
2/4/2031,Portharcourt,Eterna Plc,PPC,50,762,2084,1588008
2/5/2031,Abuja,Dangote Ltd,White Cement,25,389,3675,1429575
2/6/2031,Abuja,MegaCem,White Cement,50,346,2649,916554
2/7/2031,Kaduna,BuildRight Co,Portland Cement,25,847,2449,2074303
2/8/2031,Lagos,Dangote Ltd,White Cement,50,592,2056,1217152
2/9/2031,Lagos,StoneWorks Ltd,PPC,50,567,2299,1303533
2/10/2031,Lagos,Dangote Ltd,Slag Cement,50,582,2302,1339764
2/11/2031,Lagos,Eterna Plc,White Cement,25,407,2465,1003255
2/12/2031,Kano,BuildRight Co,PPC,25,464,2377,1102928
2/13/2031,Abuja,BuildRight Co,White Cement,50,745,3118,2322910
2/14/2031,Kano,Dangote Ltd,White Cement,25,655,3781,2476555
2/15/2031,Lagos,Eterna Plc,Slag Cement,25,449,2503,1123847
2/16/2031,Abuja,Dangote Ltd,Portland Cement,25,468,2361,1104948
2/17/2031,Kaduna,StoneWorks Ltd,Slag Cement,50,441,2470,1089270
2/18/2031,Lagos,MegaCem,PPC,25,388,2711,1051868
2/19/2031,Abuja,StoneWorks Ltd,Slag Cement,25,195,2583,503685
2/20/2031,Abuja,Eterna Plc,Slag Cement,25,750,3878,2908500
2/21/2031,Kaduna,BuildRight Co,PPC,50,484,2617,1266628
2/22/2031,Kano,StoneWorks Ltd,PPC,50,840,2312,1942080
2/23/2031,Abuja,BuildRight Co,Portland Cement,25,642,3839,2464638
2/24/2031,Lagos,StoneWorks Ltd,White Cement,50,208,3131,651248
